meal_id,date,meal_type,menu_name,ingredients,planned_portions
M0181,2025-03-02,Café,Fermento com ervas finas,"[""molho de tomate"", ""pimenta"", ""tofu"", ""ovo"", ""peixe"", ""carne moida"", ""lentilha""]",62
M0182,2025-03-02,Almoço,Tomate com banana,"[""banana"", ""macarrao"", ""alho"", ""cebola""]",92
M0183,2025-03-02,Jantar,Milho com batata doce,"[""aveia"", ""macarrao"", ""camarao"", ""banana"", ""tomate"", ""manteiga"", ""frango""]",101
M0184,2025-03-03,Café,Azeite com espinafre,"[""iogurte"", ""brocolis"", ""milho"", ""chocolate""]",88
M0185,2025-03-03,Almoço,Ervilha com azeite,"[""oregano"", ""molho de tomate"", ""iogurte"", ""pimenta-do-reino"", ""espinafre""]",65
M0186,2025-03-03,Jantar,Leite Condensado com brocolis,"[""brocolis"", ""abacaxi"", ""ovo"", ""salsinha""]",78
M0187,2025-03-04,Café,Alho com cenoura,"[""alho"", ""cogumelo"", ""tomate"", ""cebola""]",88
M0188,2025-03-04,Almoço,Abacaxi com leite condensado,"[""queijo"", ""molho de tomate"", ""couve"", ""manteiga"", ""chocolate"", ""macarrao"", ""leite condensado""]",99
M0189,2025-03-04,Jantar,Brocolis com espinafre,"[""carne moida"", ""cogumelo"", ""tofu"", ""milho""]",83
M0190,2025-03-05,Café,Sal com farinha,"[""feijao"", ""leite"", ""abacaxi"", ""ervas finas"", ""couve""]",62
M0191,2025-03-05,Almoço,Peixe com carne moida,"[""fermento"", ""camarao"", ""iogurte"", ""ervilha"", ""manga""]",62
M0192,2025-03-05,Jantar,Abacaxi com leite,"[""iogurte"", ""fermento"", ""couve"", ""carne moida"", ""manga"", ""peixe"", ""pimenta-do-reino""]",83
M0193,2025-03-06,Café,Milho com alho,"[""pao"", ""abobrinha"", ""feijao"", ""ovo"", ""oregano"", ""pimenta-do-reino""]",84
M0194,2025-03-06,Almoço,Batata Doce com abobrinha,"[""fermento"", ""aveia"", ""creme de leite"", ""couve"", ""maca"", ""mandioca""]",78
M0195,2025-03-06,Jantar,Molho De Tomate com oregano,"[""abobrinha"", ""peixe"", ""carne moida"", ""couve"", ""ovo""]",105
M0196,2025-03-07,Café,Couve com batata,"[""cogumelo"", ""manteiga"", ""creme de leite"", ""carne moida"", ""batata doce"", ""salsinha""]",78
M0197,2025-03-07,Almoço,Cebola com queijo,"[""iogurte"", ""sal"", ""laranja"", ""abobrinha"", ""banana""]",110
M0198,2025-03-07,Jantar,Peixe com aveia,"[""feijao"", ""iogurte"", ""batata doce"", ""manga"", ""farinha"", ""lentilha"", ""chocolate""]",68
M0199,2025-03-08,Café,Mandioca com batata,"[""cebola"", ""milho"", ""creme de leite"", ""leite condensado""]",90
M0200,2025-03-08,Almoço,Panqueca,"[""manga"", ""carne moida"", ""peixe"", ""alho"", ""camarao"", ""farinha"", ""couve""]",89
M0201,2025-03-08,Jantar,Ervas Finas com pimenta-do-reino,"[""peixe"", ""batata doce"", ""tofu"", ""mamao"", ""ovo"", ""fermento""]",87
M0202,2025-03-09,Café,Sal com frango,"[""pimenta-do-reino"", ""leite"", ""cebola"", ""queijo""]",70
M0203,2025-03-09,Almoço,Alho com leite condensado,"[""manteiga"", ""pimenta-do-reino"", ""tomate"", ""batata"", ""aveia""]",72
M0204,2025-03-09,Jantar,Tofu com batata doce,"[""peixe"", ""tofu"", ""cebola"", ""mandioca"", ""salsinha"", ""batata""]",92
M0205,2025-03-10,Café,Camarao com queijo,"[""queijo"", ""cogumelo"", ""mandioca"", ""leite condensado"", ""abacaxi""]",81
M0206,2025-03-10,Almoço,Manga com macarrao,"[""batata"", ""macarrao"", ""camarao"", ""fermento""]",96
M0207,2025-03-10,Jantar,Aveia com cogumelo,"[""fermento"", ""manga"", ""beterraba"", ""mandioca"", ""tofu""]",61
M0208,2025-03-11,Café,Oregano com camarao,"[""camarao"", ""cebola"", ""pimenta"", ""pao"", ""ervas finas"", ""milho""]",79
M0209,2025-03-11,Almoço,Lentilha com carne moida,"[""queijo"", ""couve"", ""beterraba"", ""pimenta""]",89
M0210,2025-03-11,Jantar,Maca com manteiga,"[""alho"", ""creme de leite"", ""leite condensado"", ""manteiga"", ""milho""]",68
M0211,2025-03-12,Café,Farinha com iogurte,"[""alho"", ""pao"", ""lentilha"", ""abobrinha""]",77
M0212,2025-03-12,Almoço,Couve com pao,"[""cenoura"", ""frango"", ""tomate"", ""ervilha"", ""mandioca""]",86
M0213,2025-03-12,Jantar,Pao com queijo,"[""manga"", ""leite condensado"", ""alho"", ""banana"", ""queijo"", ""oregano""]",92
M0214,2025-03-13,Café,Lentilha com sal,"[""oregano"", ""feijao"", ""batata"", ""milho"", ""sal"", ""lentilha""]",75
M0215,2025-03-13,Almoço,Maca com abacaxi,"[""frango"", ""fermento"", ""tomate"", ""oregano"", ""abacaxi"", ""camarao""]",103
M0216,2025-03-13,Jantar,Pimenta com tomate,"[""cenoura"", ""brocolis"", ""peixe"", ""aveia""]",106
M0217,2025-03-14,Café,Iogurte com fermento,"[""iogurte"", ""macarrao"", ""milho"", ""frango"", ""manga"", ""batata doce"", ""banana""]",83
M0218,2025-03-14,Almoço,Batata Doce com tomate,"[""ervilha"", ""sal"", ""couve"", ""farinha""]",95
M0219,2025-03-14,Jantar,Espinafre com tofu,"[""peixe"", ""cenoura"", ""milho"", ""iogurte""]",110
M0220,2025-03-15,Café,Azeite com manga,"[""farinha"", ""leite"", ""banana"", ""abacaxi"", ""sal"", ""milho""]",92
M0221,2025-03-15,Almoço,Macarrao com frango,"[""peixe"", ""creme de leite"", ""azeite"", ""pimenta""]",93
M0222,2025-03-15,Jantar,Lentilha com leite,"[""alho"", ""mandioca"", ""queijo"", ""milho"", ""chocolate""]",79
M0223,2025-03-16,Café,Mamao com azeite,"[""creme de leite"", ""manga"", ""cebola"", ""pimenta"", ""feijao"", ""iogurte"", ""azeite""]",103
M0224,2025-03-16,Almoço,Abobrinha com brocolis,"[""leite condensado"", ""molho de tomate"", ""tofu"", ""feijao"", ""abacaxi"", ""pimenta""]",76
M0225,2025-03-16,Jantar,Camarao com mamao,"[""leite condensado"", ""frango"", ""mamao"", ""pimenta"", ""queijo""]",93
M0226,2025-03-17,Café,Tofu com chocolate,"[""leite"", ""ervas finas"", ""pao"", ""macarrao"", ""manga"", ""molho de tomate"", ""abobrinha""]",72
M0227,2025-03-17,Almoço,Feijao com lentilha,"[""beterraba"", ""leite"", ""fermento"", ""molho de tomate"", ""maca"", ""chocolate""]",92
M0228,2025-03-17,Jantar,Lasanha,"[""chocolate"", ""leite condensado"", ""frango"", ""creme de leite"", ""peixe"", ""pimenta-do-reino"", ""maca""]",95
M0229,2025-03-18,Café,Alho com ervas finas,"[""pimenta-do-reino"", ""ervilha"", ""alho"", ""ovo"", ""lentilha"", ""salsinha"", ""azeite""]",94
M0230,2025-03-18,Almoço,Manteiga com molho de tomate,"[""mandioca"", ""pimenta"", ""banana"", ""pao"", ""espinafre"", ""batata doce""]",79
M0231,2025-03-18,Jantar,Laranja com alho,"[""creme de leite"", ""maca"", ""molho de tomate"", ""fermento"", ""oregano"", ""alho""]",90
M0232,2025-03-19,Café,Manteiga com manga,"[""tomate"", ""abobrinha"", ""manga"", ""ervas finas"", ""salsinha"", ""ervilha""]",85
M0233,2025-03-19,Almoço,Manteiga com leite,"[""macarrao"", ""tomate"", ""creme de leite"", ""batata"", ""manteiga"", ""couve""]",101
M0234,2025-03-19,Jantar,Aveia com farinha,"[""maca"", ""banana"", ""salsinha"", ""espinafre"", ""batata doce"", ""molho de tomate"", ""leite condensado""]",68
M0235,2025-03-20,Café,Cenoura com tofu,"[""pao"", ""frango"", ""cogumelo"", ""pimenta-do-reino"", ""laranja""]",100
M0236,2025-03-20,Almoço,Laranja com frango,"[""beterraba"", ""azeite"", ""creme de leite"", ""pimenta""]",66
M0237,2025-03-20,Jantar,Ervas Finas com peixe,"[""batata doce"", ""queijo"", ""beterraba"", ""camarao""]",90
M0238,2025-03-21,Café,Pimenta com cogumelo,"[""farinha"", ""tomate"", ""alho"", ""camarao"", ""frango""]",109
M0239,2025-03-21,Almoço,Batata com cogumelo,"[""salsinha"", ""chocolate"", ""leite condensado"", ""macarrao"", ""ovo""]",86
M0240,2025-03-21,Jantar,Ovo com macarrao,"[""oregano"", ""ovo"", ""chocolate"", ""tomate"", ""macarrao"", ""arroz"", ""cebola""]",96
M0241,2025-03-22,Café,Abacaxi com cenoura,"[""tomate"", ""lentilha"", ""camarao"", ""salsinha"", ""pimenta-do-reino"", ""oregano""]",68
M0242,2025-03-22,Almoço,Sal com lentilha,"[""banana"", ""abobrinha"", ""azeite"", ""queijo"", ""lentilha"", ""camarao""]",76
M0243,2025-03-22,Jantar,Creme De Leite com ovo,"[""chocolate"", ""azeite"", ""tomate"", ""manga""]",103
M0244,2025-03-23,Café,Farinha com banana,"[""mandioca"", ""tofu"", ""milho"", ""brocolis"", ""sal""]",80
M0245,2025-03-23,Almoço,Batata com beterraba,"[""ovo"", ""peixe"", ""pimenta"", ""alho""]",75
M0246,2025-03-23,Jantar,Arroz com espinafre,"[""pao"", ""couve"", ""espinafre"", ""azeite"", ""cebola"", ""mamao"", ""manga""]",60
M0247,2025-03-24,Café,Aveia com cogumelo,"[""molho de tomate"", ""pao"", ""frango"", ""cogumelo"", ""abobrinha"", ""lentilha""]",79
M0248,2025-03-24,Almoço,Queijo com beterraba,"[""molho de tomate"", ""abobrinha"", ""tofu"", ""tomate"", ""iogurte"", ""mandioca""]",74
M0249,2025-03-24,Jantar,Laranja com peixe,"[""leite"", ""lentilha"", ""chocolate"", ""abacaxi"", ""iogurte"", ""beterraba"", ""batata doce""]",90
M0250,2025-03-25,Café,Farinha com salsinha,"[""farinha"", ""pao"", ""ervas finas"", ""abacaxi"", ""batata""]",93
M0251,2025-03-25,Almoço,Couve com salsinha,"[""carne moida"", ""manga"", ""abobrinha"", ""frango"", ""batata doce"", ""sal""]",72
M0252,2025-03-25,Jantar,Manga com salsinha,"[""queijo"", ""alho"", ""pimenta-do-reino"", ""couve"", ""abobrinha""]",103
M0253,2025-03-26,Café,Maca com leite condensado,"[""batata"", ""sal"", ""couve"", ""frango"", ""lentilha"", ""peixe"", ""farinha""]",86
M0254,2025-03-26,Almoço,Lentilha com mamao,"[""batata doce"", ""lentilha"", ""ervas finas"", ""cebola""]",106
M0255,2025-03-26,Jantar,Feijao com beterraba,"[""arroz"", ""chocolate"", ""maca"", ""mamao"", ""carne moida"", ""macarrao""]",87
M0256,2025-03-27,Café,Manteiga com creme de leite,"[""salsinha"", ""frango"", ""carne moida"", ""pimenta""]",62
M0257,2025-03-27,Almoço,Tomate com brocolis,"[""fermento"", ""peixe"", ""camarao"", ""leite condensado"", ""beterraba""]",83
M0258,2025-03-27,Jantar,Ervilha com lentilha,"[""ervilha"", ""batata"", ""ervas finas"", ""cogumelo"", ""salsinha"", ""peixe"", ""camarao""]",82
M0259,2025-03-28,Café,Abobrinha com banana,"[""pimenta-do-reino"", ""peixe"", ""leite condensado"", ""laranja"", ""arroz"", ""feijao"", ""cebola""]",89
M0260,2025-03-28,Almoço,Ervas Finas com chocolate,"[""salsinha"", ""ervilha"", ""laranja"", ""pao"", ""lentilha"", ""manteiga"", ""leite""]",77
M0261,2025-03-28,Jantar,Banana com chocolate,"[""macarrao"", ""cogumelo"", ""beterraba"", ""mandioca""]",109
M0262,2025-03-29,Café,Feijao com aveia,"[""carne moida"", ""cenoura"", ""abacaxi"", ""macarrao"", ""couve""]",98
M0263,2025-03-29,Almoço,Ervas Finas com leite condensado,"[""pao"", ""chocolate"", ""macarrao"", ""milho""]",88
M0264,2025-03-29,Jantar,Laranja com batata doce,"[""farinha"", ""fermento"", ""frango"", ""peixe"", ""sal""]",78
M0265,2025-03-30,Café,Laranja com chocolate,"[""manga"", ""abacaxi"", ""ervas finas"", ""alho"", ""pao"", ""cebola""]",69
M0266,2025-03-30,Almoço,Cogumelo com pimenta-do-reino,"[""beterraba"", ""cebola"", ""espinafre"", ""frango"", ""batata doce""]",97
M0267,2025-03-30,Jantar,Chocolate com ovo,"[""batata doce"", ""oregano"", ""frango"", ""manteiga"", ""camarao"", ""cogumelo"", ""ervilha""]",110
M0268,2025-03-31,Café,Pimenta-Do-Reino com alho,"[""beterraba"", ""leite"", ""cebola"", ""ervilha"", ""ovo"", ""salsinha"", ""pimenta""]",75
M0269,2025-03-31,Almoço,Laranja com alho,"[""lentilha"", ""frango"", ""batata doce"", ""beterraba"", ""pimenta-do-reino""]",68
M0270,2025-03-31,Jantar,Ervilha com pao,"[""maca"", ""azeite"", ""camarao"", ""batata"", ""couve"", ""iogurte""]",65
M0271,2025-04-01,Café,Salsinha com chocolate,"[""frango"", ""espinafre"", ""ervilha"", ""ervas finas"", ""abacaxi""]",98
M0272,2025-04-01,Almoço,Macarrao com batata,"[""farinha"", ""mamao"", ""leite condensado"", ""cogumelo"", ""batata doce""]",73
M0273,2025-04-01,Jantar,Pimenta com maca,"[""cebola"", ""arroz"", ""maca"", ""banana"", ""abobrinha"", ""pimenta""]",75
M0274,2025-04-02,Café,Molho De Tomate com abacaxi,"[""milho"", ""pao"", ""batata doce"", ""alho"", ""fermento""]",78
M0275,2025-04-02,Almoço,Ervilha com pimenta,"[""cebola"", ""aveia"", ""iogurte"", ""sal"", ""oregano"", ""lentilha""]",66
M0276,2025-04-02,Jantar,Leite Condensado com pimenta,"[""maca"", ""iogurte"", ""alho"", ""beterraba"", ""macarrao"", ""manga""]",74
M0277,2025-04-03,Café,Chocolate com leite,"[""aveia"", ""batata doce"", ""mamao"", ""leite condensado""]",86
M0278,2025-04-03,Almoço,Tomate com leite,"[""azeite"", ""laranja"", ""ervilha"", ""manga"", ""pao""]",91
M0279,2025-04-03,Jantar,Batata Doce com cogumelo,"[""aveia"", ""farinha"", ""oregano"", ""leite condensado"", ""camarao"", ""chocolate""]",89
M0280,2025-04-04,Café,Queijo com chocolate,"[""queijo"", ""peixe"", ""leite condensado"", ""salsinha"", ""oregano"", ""ovo""]",94
M0281,2025-04-04,Almoço,Camarao com frango,"[""carne moida"", ""cogumelo"", ""frango"", ""farinha""]",60
M0282,2025-04-04,Jantar,Beterraba com peixe,"[""carne moida"", ""creme de leite"", ""leite"", ""arroz"", ""maca""]",92
M0283,2025-04-05,Café,Lentilha com iogurte,"[""mandioca"", ""tofu"", ""cogumelo"", ""pimenta""]",102
M0284,2025-04-05,Almoço,Oregano com feijao,"[""salsinha"", ""batata doce"", ""beterraba"", ""arroz""]",61
M0285,2025-04-05,Jantar,Pimenta-Do-Reino com chocolate,"[""salsinha"", ""tomate"", ""feijao"", ""sal"", ""molho de tomate"", ""ervas finas""]",87
M0286,2025-04-06,Café,Ovo com cenoura,"[""pimenta-do-reino"", ""leite"", ""pao"", ""banana""]",99
M0287,2025-04-06,Almoço,Pimenta-Do-Reino com aveia,"[""espinafre"", ""milho"", ""batata"", ""iogurte"", ""farinha"", ""lentilha""]",96
M0288,2025-04-06,Jantar,Pao com creme de leite,"[""cebola"", ""ervas finas"", ""batata"", ""camarao"", ""farinha""]",62
M0289,2025-04-07,Café,Batata com beterraba,"[""ervilha"", ""batata doce"", ""pimenta"", ""frango"", ""tofu"", ""arroz"", ""queijo""]",65
M0290,2025-04-07,Almoço,Oregano com brocolis,"[""manga"", ""cenoura"", ""pimenta-do-reino"", ""macarrao"", ""laranja"", ""maca""]",104
M0291,2025-04-07,Jantar,Manga com pimenta,"[""macarrao"", ""carne moida"", ""ervas finas"", ""espinafre"", ""salsinha"", ""manga""]",102
M0292,2025-04-08,Café,Macarrao com banana,"[""feijao"", ""maca"", ""mamao"", ""leite"", ""creme de leite"", ""milho""]",64
M0293,2025-04-08,Almoço,Cebola com queijo,"[""manga"", ""ervilha"", ""ervas finas"", ""salsinha"", ""azeite""]",84
M0294,2025-04-08,Jantar,Farinha com chocolate,"[""molho de tomate"", ""leite condensado"", ""batata"", ""sal"", ""chocolate""]",82
M0295,2025-04-09,Café,Frango com abobrinha,"[""laranja"", ""carne moida"", ""azeite"", ""abacaxi"", ""mandioca"", ""leite condensado"", ""milho""]",109
M0296,2025-04-09,Almoço,Alho com feijao,"[""couve"", ""oregano"", ""laranja"", ""manteiga"", ""batata doce"", ""ervilha""]",87
M0297,2025-04-09,Jantar,Ovo com molho de tomate,"[""batata"", ""mandioca"", ""tomate"", ""pao"", ""creme de leite"", ""carne moida"", ""fermento""]",77
M0298,2025-04-10,Café,Leite com milho,"[""chocolate"", ""ervilha"", ""alho"", ""iogurte"", ""cenoura""]",65
M0299,2025-04-10,Almoço,Arroz com alho,"[""iogurte"", ""farinha"", ""espinafre"", ""cenoura"", ""peixe"", ""batata"", ""ovo""]",87
M0300,2025-04-10,Jantar,Couve com manga,"[""cenoura"", ""feijao"", ""batata"", ""manteiga"", ""batata doce"", ""chocolate"", ""abacaxi""]",98
M0301,2025-04-11,Café,Alho com milho,"[""tomate"", ""beterraba"", ""ervilha"", ""fermento""]",65
M0302,2025-04-11,Almoço,Leite Condensado com batata doce,"[""manga"", ""pimenta-do-reino"", ""queijo"", ""ervas finas"", ""ervilha""]",70
M0303,2025-04-11,Jantar,Peixe com tomate,"[""espinafre"", ""oregano"", ""leite"", ""carne moida"", ""queijo"", ""brocolis""]",77
M0304,2025-04-12,Café,Beterraba com cebola,"[""carne moida"", ""iogurte"", ""aveia"", ""pao"", ""tofu"", ""oregano"", ""abacaxi""]",99
M0305,2025-04-12,Almoço,Banana com pimenta,"[""peixe"", ""cebola"", ""arroz"", ""milho""]",81
M0306,2025-04-12,Jantar,Mandioca com ervilha,"[""couve"", ""azeite"", ""brocolis"", ""camarao"", ""abacaxi"", ""peixe""]",79
M0307,2025-04-13,Café,Fricassé,"[""pimenta"", ""alho"", ""ovo"", ""milho"", ""tomate""]",107
M0308,2025-04-13,Almoço,Molho De Tomate com tofu,"[""manga"", ""pao"", ""alho"", ""ervilha"", ""espinafre"", ""milho"", ""iogurte""]",67
M0309,2025-04-13,Jantar,Manga com banana,"[""ervas finas"", ""fermento"", ""batata doce"", ""feijao"", ""leite condensado""]",89
M0310,2025-04-14,Café,Creme De Leite com maca,"[""tomate"", ""molho de tomate"", ""carne moida"", ""beterraba"", ""ervas finas"", ""oregano"", ""peixe""]",100
M0311,2025-04-14,Almoço,Cebola com pao,"[""cogumelo"", ""leite"", ""creme de leite"", ""brocolis"", ""ervilha"", ""carne moida""]",88
M0312,2025-04-14,Jantar,Abacaxi com pimenta,"[""salsinha"", ""sal"", ""molho de tomate"", ""beterraba"", ""fermento"", ""macarrao"", ""iogurte""]",104
M0313,2025-04-15,Café,Salsinha com mandioca,"[""cenoura"", ""fermento"", ""pao"", ""cogumelo""]",102
M0314,2025-04-15,Almoço,Manteiga com queijo,"[""manga"", ""camarao"", ""ervas finas"", ""milho""]",108
M0315,2025-04-15,Jantar,Azeite com couve,"[""arroz"", ""cenoura"", ""aveia"", ""laranja""]",92
M0316,2025-04-16,Café,Chocolate com pimenta-do-reino,"[""couve"", ""iogurte"", ""milho"", ""lentilha"", ""fermento""]",103
M0317,2025-04-16,Almoço,Mamao com creme de leite,"[""manteiga"", ""feijao"", ""pimenta"", ""cenoura"", ""tomate""]",86
M0318,2025-04-16,Jantar,Batata com peixe,"[""manteiga"", ""cebola"", ""azeite"", ""lentilha"", ""maca""]",93
M0319,2025-04-17,Café,Pimenta com manteiga,"[""cenoura"", ""couve"", ""leite condensado"", ""molho de tomate"", ""farinha"", ""alho"", ""carne moida""]",79
M0320,2025-04-17,Almoço,Macarrao com leite condensado,"[""feijao"", ""azeite"", ""camarao"", ""cenoura""]",103
M0321,2025-04-17,Jantar,Queijo com farinha,"[""pimenta-do-reino"", ""ovo"", ""batata doce"", ""queijo"", ""azeite""]",95
M0322,2025-04-18,Café,Brocolis com pimenta,"[""milho"", ""tofu"", ""ovo"", ""cogumelo"", ""brocolis""]",85
M0323,2025-04-18,Almoço,Feijao com farinha,"[""couve"", ""mamao"", ""brocolis"", ""ervilha"", ""arroz""]",105
M0324,2025-04-18,Jantar,Maca com laranja,"[""farinha"", ""creme de leite"", ""carne moida"", ""manga"", ""cenoura"", ""salsinha""]",71
M0325,2025-04-19,Café,Iogurte com alho,"[""lentilha"", ""abobrinha"", ""aveia"", ""cogumelo"", ""oregano""]",93
M0326,2025-04-19,Almoço,Tofu com alho,"[""mandioca"", ""milho"", ""mamao"", ""abobrinha"", ""manteiga"", ""creme de leite"", ""lentilha""]",99
M0327,2025-04-19,Jantar,Ovo com molho de tomate,"[""mandioca"", ""mamao"", ""batata"", ""ervas finas"", ""peixe"", ""alho""]",67
M0328,2025-04-20,Café,Pao com alho,"[""ovo"", ""iogurte"", ""molho de tomate"", ""leite""]",92
M0329,2025-04-20,Almoço,Ervilha com brocolis,"[""manga"", ""ervilha"", ""brocolis"", ""ovo"", ""oregano""]",100
M0330,2025-04-20,Jantar,Salsinha com creme de leite,"[""batata doce"", ""queijo"", ""oregano"", ""tomate"", ""peixe""]",71
M0331,2025-04-21,Café,Alho com lentilha,"[""manteiga"", ""arroz"", ""oregano"", ""peixe""]",72
M0332,2025-04-21,Almoço,Ervilha com manga,"[""beterraba"", ""ervas finas"", ""oregano"", ""fermento"", ""creme de leite"", ""couve"", ""chocolate""]",70
M0333,2025-04-21,Jantar,Batata com mamao,"[""farinha"", ""laranja"", ""tomate"", ""macarrao""]",77
M0334,2025-04-22,Café,Laranja com batata doce,"[""queijo"", ""lentilha"", ""manga"", ""oregano"", ""batata doce"", ""sal""]",67
M0335,2025-04-22,Almoço,Manga com abobrinha,"[""fermento"", ""salsinha"", ""iogurte"", ""farinha"", ""macarrao"", ""couve""]",94
M0336,2025-04-22,Jantar,Maca com couve,"[""chocolate"", ""camarao"", ""farinha"", ""pao""]",79
M0337,2025-04-23,Café,Macarrao com lentilha,"[""manteiga"", ""batata"", ""couve"", ""abobrinha"", ""pao"", ""maca""]",107
M0338,2025-04-23,Almoço,Mamao com creme de leite,"[""creme de leite"", ""mandioca"", ""tofu"", ""brocolis"", ""queijo"", ""farinha""]",68
M0339,2025-04-23,Jantar,Maca com laranja,"[""manga"", ""manteiga"", ""salsinha"", ""espinafre""]",98
M0340,2025-04-24,Café,Salsinha com queijo,"[""creme de leite"", ""tomate"", ""farinha"", ""manga"", ""espinafre"", ""sal""]",103
M0341,2025-04-24,Almoço,Cenoura com leite,"[""frango"", ""espinafre"", ""camarao"", ""peixe"", ""molho de tomate"", ""leite condensado"", ""pao""]",69
M0342,2025-04-24,Jantar,Creme De Leite com alho,"[""farinha"", ""ervas finas"", ""milho"", ""oregano"", ""leite""]",96
M0343,2025-04-25,Café,Tofu com espinafre,"[""ervilha"", ""couve"", ""carne moida"", ""tofu"", ""batata"", ""milho"", ""sal""]",107
M0344,2025-04-25,Almoço,Espinafre com creme de leite,"[""lentilha"", ""oregano"", ""alho"", ""mamao"", ""arroz"", ""batata""]",106
M0345,2025-04-25,Jantar,Lentilha com camarao,"[""carne moida"", ""salsinha"", ""milho"", ""maca"", ""brocolis"", ""leite condensado""]",91
M0346,2025-04-26,Café,Espinafre com azeite,"[""azeite"", ""batata doce"", ""manga"", ""peixe"", ""chocolate"", ""oregano""]",110
M0347,2025-04-26,Almoço,Azeite com molho de tomate,"[""macarrao"", ""cenoura"", ""tofu"", ""lentilha""]",61
M0348,2025-04-26,Jantar,Abobrinha com ovo,"[""lentilha"", ""arroz"", ""brocolis"", ""banana"", ""molho de tomate"", ""peixe"", ""camarao""]",79
M0349,2025-04-27,Café,Queijo com tomate,"[""camarao"", ""iogurte"", ""aveia"", ""batata""]",83
M0350,2025-04-27,Almoço,Cogumelo com camarao,"[""frango"", ""milho"", ""tofu"", ""cebola"", ""leite condensado""]",104
M0351,2025-04-27,Jantar,Farinha com laranja,"[""camarao"", ""batata"", ""creme de leite"", ""cenoura"", ""arroz"", ""maca"", ""pimenta""]",64
M0352,2025-04-28,Café,Peixe com abacaxi,"[""pimenta-do-reino"", ""ervas finas"", ""couve"", ""arroz"", ""molho de tomate""]",81
M0353,2025-04-28,Almoço,Abobrinha com couve,"[""pimenta"", ""carne moida"", ""laranja"", ""ervilha"", ""batata""]",106
M0354,2025-04-28,Jantar,Cenoura com abobrinha,"[""iogurte"", ""cebola"", ""peixe"", ""ervilha"", ""chocolate"", ""camarao""]",103
M0355,2025-04-29,Café,Leite com carne moida,"[""mandioca"", ""camarao"", ""queijo"", ""couve""]",82
M0356,2025-04-29,Almoço,Leite Condensado com maca,"[""beterraba"", ""mandioca"", ""ervas finas"", ""couve"", ""maca""]",65
M0357,2025-04-29,Jantar,Cenoura com leite,"[""mamao"", ""leite condensado"", ""ervilha"", ""manteiga""]",87
M0358,2025-04-30,Café,Alho com peixe,"[""espinafre"", ""camarao"", ""batata"", ""pao"", ""batata doce""]",98
M0359,2025-04-30,Almoço,Abacaxi com chocolate,"[""fermento"", ""molho de tomate"", ""feijao"", ""cogumelo"", ""cebola"", ""maca""]",93
M0360,2025-04-30,Jantar,Abacaxi com sal,"[""chocolate"", ""milho"", ""tomate"", ""camarao"", ""frango""]",110
